"code","latest_ecp","2020","2019","2018","2017","2016","2015","2014","2013","2012","2011","2010"
"PHIL2300","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98815","","S1      ","","S1      ","S1      ","","  S2    ","  S2    ","","","  S2    "
"PHIL2190","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=87400","","  S2    ","","  S2    ","","  S2    ","","  S2    ","","","S1      "
"PHIL2330","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98574","","S1      ","S1      ","S1      ","","S1      ","","S1      ","","S1      ",""
"PHIL2700","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91629","","","S1      ","","S1      ","","  S2    ","","  S2    ","",""
"PHIL2500","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91667","","  S2    ","S1      ","","S1      ","S1      ","S1      ","S1      ","","  S2    ","  S2    "
"PHIL2750","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95339","","  S2    ","  S2    ","","S1      ","","S1      ","","","","S1      "
"PHIL3002","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=90701","","  S2    ","  S2    ","  S2    ","S1      ","","","","","",""
"PHIL3110","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99185","","S1      ","S1      ","","S1      ","","S1      ","","","",""
"PHIL3612","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95511","","  S2    ","  S2    ","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","",""
"PHIL3300","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=90304","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    "
"PHIL3620","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93645","","  S2    ","  S2    ","  S2    ","  S2    ","","  S2    ","  S2    ","  S2    ","  S2    ","S1      "
"PHIL3630","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=100471","","S1      ","S1      ","S1      ","  S2    ","  S2    ","","S1      ","S1      ","S1      ","  S2    "
"PHIL3020","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=38765","","","","","","","","","","  S2    ",""
"PHIL6005","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=101298","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"PHIL6007","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=101087","","S1      ","S1      ","","","","","","","",""
"PHIL6008","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95776","","  S2    ","  S2    ","","","","","","","",""
"PHIL6004","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95510","","","S1      ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"PHIL7100","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99682","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","  S2    ","S1S2    ","S1S2SS  "
"PHIL7102","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=72416","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"PHIL7111","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93824","","  S2    ","  S2    ","  S2    ","  S2    ","S1S2    ","  S2    ","  S2    ","S1S2    ","S1      ","S1      "
"PHIL7113","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=78774","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","S1S2    ","S1      ","S1      ","  S2    "
"PHIL7200","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=65702","","","","","","","  S2    ","  S2    ","","  S2    ","  S2    "
"PHIL7140","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=38790","","","","","","","","","","  S2    ","S1S2    "
"PHIL7201","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=44883","","","","","","","","","S1      ","",""
"PHIL7205","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=62082","","","","","","","","S1      ","","",""
"PHIL7202","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=77378","","","","","","  S2    ","","S1      ","","S1      ",""
"PHIL7207","","","","","","","","","","","",""
"PHIL7121","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=33462","","","","","","","","","","","S1      "
"PHIL7210","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=46899","","","","","","","S1      ","","S1      ","",""
"PHIL7214","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=39088","","","","","","","","","","  S2    ",""
"PHIL7213","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=37268","","","","","","","","","","","S1      "
"PHIL7215","","","","","","","","","","","",""
"PHIL7218","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=59810","","","","","","","","  S2    ","  S2    ","  S2    ","  S2    "
"PHIL7216","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=37444","","","","","","","","","","","  S2    "
"PHIL7219","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=59281","","","","","","  S2    ","","  S2    ","","","S1      "
"PHIL7220","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=71226","","","","","","","  S2    ","","  S2    ","S1      ",""
"PHIL7221","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93825","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","    SS  ","","    SS  "
"PHIL7228","","","","","","","","","","","",""
"PHIL7222","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=77379","","","","","","  S2    ","","S1      ","","",""
"PHIL7230","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=66296","","","","","","","  S2    ","  S2    ","","","  S2    "
"PHIL7231","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=71235","","","","","","","  S2    ","","","S1      ",""
"PHIL7233","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=74581","","","","","","S1      ","","S1      ","","S1      ",""
"PHIL7234","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=64475","","","","","","","S1      ","","","","S1      "
"PHIL7260","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=63973","","","","","","","","    SS  ","","    SS  ",""
"PHIL7250","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=83250","","","","","S1      ","S1      ","S1      ","S1      ","","  S2    ","  S2    "
"PHIL7275","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=33714","","","","","","","","","","","S1      "
"PHIL7330","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=63533","","","","","","","","S1S2    ","S1S2    ","S1S2SS  ","S1S2    "
"PHIL7362","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=66426","","","","","","","  S2    ","  S2    ","  S2    ","  S2    ","S1      "
"PHIL7285","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=45625","","","","","","  S2    ","","","  S2    ","","  S2    "
"PHIL7363","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=38537","","","","","","","","","","S1      ","  S2    "
"PHIL7700","","","","","","","","","","","",""
"PHIL7990","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96007","","S1      ","S1      ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    "
"PHIP7121","","S1      ","","","","","","","","","",""
"PHIP7122","","","  S2    ","","","","","","","","",""
"PHIP7161","","S1      ","","","","","","","","","",""
"PHIP7141","","S1      ","","","","","","","","","",""
"PHIL7991","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99787","","S1      ","S1      ","S1S2    ","S1S2    ","S1S2SS  ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    "
"PHIP7201","","","","","","","","","","","",""
"PHIP7202","","  S2    ","","","","","","","","","",""
"PHIP7142","","","  S2    ","","","","","","","","",""
"PHIP7280","","  S2    ","","","","","","","","","",""
"PHRM1011","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97577","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"PHIP7162","","","  S2    ","","","","","","","","",""
"PHRM1012","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91863","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"PHRM1020","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98254","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"PHRM2011","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96341","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"PHRM2021","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96907","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"PHRM2012","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91271","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"PHRM2022","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91272","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"PHRM2030","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99486","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"PHRM2041","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94306","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"PHRM2050","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93020","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"PHRM3011","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97608","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"PHRM2040","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98872","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"PHRM3021","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=100769","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"PHRM3031","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96958","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"PHRM3032","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91878","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"PHRM3012","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94822","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"PHRM3041","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97579","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"PHRM3052","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93071","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"PHRM3042","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93577","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"PHRM4012","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=90628","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","","",""
"PHRM4022","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91276","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","","",""
"PHRM4021","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=100737","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","","",""
"PHRM4011","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=100139","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","","",""
"PHRM4031","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98263","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","","",""
"PHRM4061","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96346","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","","",""
"PHRM4062","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97580","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","","",""
"PHRM4080","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97581","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","","",""
"PHRM7001","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99017","","S1      ","S1      ","","","","","","","",""
"PHRM7010","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95881","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"PHRM7021","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=90711","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"PHRM7030","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96543","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"PHRM7040","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93759","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"PHRM7051","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99073","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"PHRM7060","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97118","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
